usuario_id,restaurante_id,puntuacion,fecha,comentario
332,183,2,2025-01-12,Muy buena experiencia.
289,85,5,2025-07-08,La atención fue rápida.
71,74,4,2025-01-27,El ambiente fue agradable.
168,162,1,2025-05-21,Muy buena experiencia.
397,183,4,2026-01-03,La atención fue rápida.
408,127,5,2025-10-03,El servicio puede mejorar.
154,138,1,2025-10-09,La experiencia fue aceptable.
45,99,2,2024-07-09,Regresaría nuevamente.
221,123,3,2024-08-27,Buena relación entre precio y calidad.
368,152,1,2025-06-21,La experiencia fue aceptable.
24,34,3,2026-06-02,Muy buena experiencia.
246,20,1,2026-02-10,El servicio puede mejorar.
285,152,3,2025-06-10,La comida estuvo deliciosa.
459,90,3,2024-08-01,La experiencia fue aceptable.
400,95,4,2024-08-12,La atención fue rápida.
356,144,3,2025-07-19,Excelente servicio y comida.
94,2,4,2025-08-19,El servicio puede mejorar.
200,92,1,2024-10-31,El servicio puede mejorar.
271,130,4,2026-01-20,Regresaría nuevamente.
340,121,2,2025-09-03,Buena relación entre precio y calidad.
257,128,5,2025-05-15,Buena relación entre precio y calidad.
157,110,4,2025-10-23,Muy buena experiencia.
472,106,1,2025-12-31,Regresaría nuevamente.
43,66,1,2024-08-04,El servicio puede mejorar.
256,168,4,2026-01-19,Los platillos estuvieron bien preparados.
351,144,1,2024-08-02,Los platillos estuvieron bien preparados.
392,111,3,2024-09-03,Muy buena experiencia.
153,121,4,2024-07-13,Buena relación entre precio y calidad.
240,36,3,2024-12-14,Muy buena experiencia.
221,143,2,2025-07-15,La comida estuvo deliciosa.
412,161,5,2025-12-11,El ambiente fue agradable.
238,83,5,2025-05-06,La atención fue rápida.
205,35,5,2025-09-21,El ambiente fue agradable.
229,95,5,2025-08-28,Regresaría nuevamente.
192,20,2,2025-06-09,Excelente servicio y comida.
91,54,1,2025-09-15,Excelente servicio y comida.
